x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	y
45	admin.	married	중학력	no	0	no	no	무선	19	aug	10	-1	0	unknown	no
58	management	married	고학력	no	172	no	no	무선	19	aug	7	-1	0	unknown	no
46	management	divorced	중학력	no	558	no	no	무선	19	aug	6	-1	0	unknown	no
32	management	married	고학력	no	644	no	no	무선	19	aug	2	-1	0	unknown	no
30	management	married	고학력	no	0	no	no	무선	19	aug	2	-1	0	unknown	no
42	management	divorced	고학력	no	0	no	no	유선	19	aug	4	-1	0	unknown	no
46	technician	single	중학력	no	182	no	no	무선	19	aug	4	-1	0	unknown	no
38	management	single	고학력	no	231	no	no	무선	19	aug	2	-1	0	unknown	no
55	management	married	고학력	no	2537	no	no	무선	19	aug	5	-1	0	unknown	no
39	management	married	고학력	no	5495	yes	no	무선	19	aug	6	-1	0	unknown	no
34	technician	single	중학력	no	0	no	no	무선	19	aug	2	-1	0	unknown	no
36	unemployed	divorced	고학력	no	734	no	no	무선	19	aug	2	-1	0	unknown	no
48	technician	married	고학력	no	348	no	no	무선	19	aug	4	-1	0	unknown	no
36	management	married	고학력	no	61	no	yes	무선	19	aug	2	-1	0	unknown	no
42	management	married	고학력	no	356	no	no	무선	19	aug	4	-1	0	unknown	no
40	management	married	고학력	no	51	no	no	무선	19	aug	2	-1	0	unknown	no
30	self-employed	married	고학력	no	1596	yes	no	무선	19	aug	2	-1	0	unknown	no
32	entrepreneur	married	고학력	no	0	no	no	무선	19	aug	2	-1	0	unknown	no
42	management	married	중학력	no	1079	no	no	무선	19	aug	6	-1	0	unknown	no
36	technician	married	중학력	no	632	yes	no	무선	19	aug	2	-1	0	unknown	no
55	admin.	married	저학력	no	0	yes	no	무선	19	aug	4	-1	0	unknown	no
40	management	married	고학력	no	254	no	no	무선	19	aug	2	-1	0	unknown	no
33	management	married	고학력	no	801	no	no	무선	19	aug	4	-1	0	unknown	no
32	technician	married	중학력	no	4133	no	no	무선	19	aug	6	-1	0	unknown	no
52	technician	married	중학력	no	2095	yes	yes	무선	19	aug	4	-1	0	unknown	no
32	technician	single	중학력	no	10	no	no	무선	19	aug	2	-1	0	unknown	no
58	admin.	married	저학력	no	0	no	no	무선	19	aug	6	-1	0	unknown	no
56	management	married	고학력	no	1282	no	no	무선	19	aug	4	-1	0	unknown	no
41	technician	married	중학력	no	712	no	no	무선	19	aug	2	-1	0	unknown	no
54	housemaid	married	저학력	no	127	no	no	무선	19	aug	4	-1	0	unknown	no
39	housemaid	married	저학력	no	0	yes	no	무선	19	aug	4	-1	0	unknown	no
56	management	married	고학력	no	982	no	no	무선	19	aug	6	-1	0	unknown	no
60	self-employed	married	고학력	no	2149	no	no	무선	19	aug	4	-1	0	unknown	no
33	management	single	고학력	no	3655	no	no	무선	19	aug	20	-1	0	unknown	no
34	technician	single	중학력	no	52	no	no	무선	19	aug	4	-1	0	unknown	no
33	management	divorced	고학력	no	0	yes	yes	무선	19	aug	8	-1	0	unknown	no
36	technician	single	중학력	no	818	yes	yes	무선	19	aug	4	-1	0	unknown	no
42	technician	divorced	중학력	no	12584	no	no	무선	19	aug	25	-1	0	unknown	no
42	technician	divorced	중학력	no	248	no	no	무선	19	aug	4	-1	0	unknown	no
53	services	married	중학력	no	139	yes	no	무선	19	aug	17	-1	0	unknown	no
43	management	single	고학력	no	483	no	no	무선	19	aug	6	-1	0	unknown	yes
60	retired	married	저학력	no	600	no	no	무선	19	aug	6	-1	0	unknown	no
36	technician	married	중학력	no	0	no	no	무선	19	aug	6	-1	0	unknown	no
55	management	divorced	고학력	no	17	no	no	무선	19	aug	4	-1	0	unknown	no
56	technician	married	중학력	no	64	no	no	무선	19	aug	4	-1	0	unknown	no
34	technician	divorced	고학력	no	66	no	yes	무선	19	aug	2	-1	0	unknown	no
57	admin.	married	중학력	no	2120	no	no	무선	19	aug	4	-1	0	unknown	yes
51	admin.	married	중학력	no	91	no	no	무선	19	aug	2	-1	0	unknown	no
30	management	single	고학력	no	0	no	no	무선	19	aug	2	-1	0	unknown	no
48	blue-collar	married	중학력	no	3	no	yes	무선	19	aug	2	-1	0	unknown	no
30	technician	married	중학력	no	27	yes	no	무선	19	aug	2	-1	0	unknown	no
31	management	single	고학력	no	0	no	no	무선	19	aug	4	-1	0	unknown	no
34	technician	married	고학력	no	5547	yes	no	무선	19	aug	6	-1	0	unknown	no
40	management	single	고학력	no	171	no	no	무선	19	aug	3	-1	0	unknown	no
35	technician	married	중학력	no	141	yes	no	무선	19	aug	2	-1	0	unknown	no
36	technician	married	고학력	no	60	no	no	무선	19	aug	2	-1	0	unknown	no
49	admin.	married	고학력	no	8413	no	no	무선	19	aug	6	-1	0	unknown	no
36	technician	married	고학력	no	71	no	no	무선	19	aug	2	-1	0	unknown	no
58	management	married	고학력	no	3228	no	no	무선	19	aug	2	-1	0	unknown	no
52	self-employed	married	고학력	no	605	no	no	무선	19	aug	4	-1	0	unknown	no
53	admin.	married	중학력	no	172	no	no	무선	19	aug	6	-1	0	unknown	no
51	management	divorced	고학력	no	45	no	no	무선	19	aug	4	-1	0	unknown	no
46	management	married	고학력	no	71	yes	no	무선	19	aug	4	-1	0	unknown	no
32	technician	married	중학력	no	266	yes	no	무선	19	aug	2	-1	0	unknown	no
33	technician	divorced	중학력	no	295	no	no	무선	19	aug	2	-1	0	unknown	no
33	management	married	고학력	no	808	yes	no	무선	19	aug	16	-1	0	unknown	no
31	management	single	고학력	no	0	no	no	무선	19	aug	2	-1	0	unknown	no
37	technician	single	고학력	no	971	no	no	무선	19	aug	6	-1	0	unknown	no
46	technician	single	중학력	no	401	no	no	unknown	19	aug	2	-1	0	unknown	no
44	technician	married	중학력	no	1127	yes	no	무선	19	aug	8	-1	0	unknown	no
52	technician	divorced	고학력	no	0	no	no	무선	19	aug	2	-1	0	unknown	no
40	unknown	married	고학력	no	119	no	no	무선	19	aug	2	-1	0	unknown	no
43	housemaid	divorced	고학력	no	42	yes	no	무선	19	aug	2	-1	0	unknown	no
57	management	married	고학력	no	929	no	no	무선	19	aug	8	-1	0	unknown	no
48	technician	divorced	고학력	no	83	no	yes	무선	19	aug	6	-1	0	unknown	no
51	blue-collar	married	중학력	no	950	no	no	무선	19	aug	2	-1	0	unknown	no
40	technician	divorced	중학력	no	0	no	no	무선	19	aug	2	-1	0	unknown	no
34	technician	married	중학력	no	56	no	no	무선	19	aug	2	-1	0	unknown	no
43	technician	married	중학력	no	0	no	no	무선	19	aug	2	-1	0	unknown	no
57	technician	divorced	고학력	no	114	no	no	무선	19	aug	2	-1	0	unknown	no
45	blue-collar	married	저학력	no	487	yes	no	무선	19	aug	4	-1	0	unknown	no
53	management	married	고학력	no	261	no	no	무선	19	aug	2	-1	0	unknown	no
40	management	married	고학력	no	409	no	no	무선	19	aug	2	-1	0	unknown	no
31	technician	married	중학력	no	0	no	yes	무선	19	aug	4	-1	0	unknown	no
34	technician	single	고학력	no	82	no	no	무선	19	aug	4	-1	0	unknown	no
30	technician	single	중학력	no	5	no	no	무선	19	aug	6	-1	0	unknown	no
45	admin.	married	중학력	no	251	yes	no	무선	19	aug	2	-1	0	unknown	no
45	blue-collar	married	저학력	no	0	no	no	무선	19	aug	2	-1	0	unknown	no
43	technician	married	중학력	no	227	yes	yes	무선	19	aug	2	-1	0	unknown	no
45	management	single	중학력	no	451	yes	no	무선	19	aug	2	-1	0	unknown	no
55	retired	married	중학력	no	168	no	no	무선	19	aug	2	-1	0	unknown	no
58	retired	married	중학력	no	0	no	no	무선	19	aug	2	-1	0	unknown	no
33	blue-collar	married	고학력	no	1465	no	no	무선	19	aug	4	-1	0	unknown	no
31	technician	married	중학력	no	297	no	no	무선	19	aug	4	-1	0	unknown	no
36	admin.	divorced	중학력	no	11	no	no	무선	19	aug	2	-1	0	unknown	no
39	management	married	고학력	no	1373	no	no	무선	19	aug	2	-1	0	unknown	no
39	management	married	고학력	no	88	no	no	무선	19	aug	4	-1	0	unknown	no
42	technician	divorced	중학력	no	58	no	no	무선	19	aug	2	-1	0	unknown	no
60	retired	married	저학력	no	420	no	no	무선	19	aug	2	-1	0	unknown	no
33	self-employed	married	중학력	no	47	no	no	무선	19	aug	2	-1	0	unknown	no
39	technician	single	중학력	no	1	no	no	무선	19	aug	2	-1	0	unknown	no
59	retired	married	저학력	no	0	no	no	무선	19	aug	2	-1	0	unknown	no
30	technician	single	중학력	no	8	no	no	무선	19	aug	17	-1	0	unknown	no
53	technician	married	중학력	no	3429	no	no	무선	19	aug	4	-1	0	unknown	no
32	management	single	고학력	no	1625	yes	no	무선	19	aug	6	-1	0	unknown	no
56	management	married	고학력	no	0	no	no	무선	19	aug	4	-1	0	unknown	no
32	technician	single	중학력	no	29	no	no	무선	19	aug	2	-1	0	unknown	no
33	management	single	고학력	no	0	no	no	무선	19	aug	4	-1	0	unknown	no
46	technician	married	중학력	no	966	yes	yes	무선	19	aug	2	-1	0	unknown	no
46	management	married	고학력	no	0	no	no	무선	19	aug	1	-1	0	unknown	no
33	technician	married	중학력	yes	18	no	yes	무선	19	aug	18	-1	0	unknown	no
35	management	married	고학력	no	86	yes	no	무선	19	aug	3	-1	0	unknown	no
46	technician	single	중학력	no	0	no	no	무선	19	aug	1	-1	0	unknown	no
35	management	married	고학력	no	299	no	no	무선	19	aug	5	-1	0	unknown	no
52	management	married	고학력	no	7135	no	no	무선	19	aug	3	-1	0	unknown	yes
31	technician	married	중학력	no	1072	no	no	무선	19	aug	3	-1	0	unknown	no
32	technician	married	고학력	no	60	no	no	무선	19	aug	7	-1	0	unknown	no
56	technician	divorced	중학력	no	5	no	no	무선	19	aug	1	-1	0	unknown	no
49	blue-collar	married	unknown	no	5	no	no	무선	19	aug	1	-1	0	unknown	no
34	technician	single	중학력	no	179	no	no	무선	19	aug	3	-1	0	unknown	no
34	management	married	고학력	no	46	no	no	무선	19	aug	5	-1	0	unknown	no
33	technician	single	고학력	no	123	no	no	무선	19	aug	1	-1	0	unknown	no
52	management	single	고학력	no	1205	no	no	유선	19	aug	20	-1	0	unknown	no
58	retired	married	고학력	no	258	no	yes	무선	19	aug	1	-1	0	unknown	no
42	technician	single	중학력	no	3	no	no	무선	19	aug	1	-1	0	unknown	no
32	management	single	고학력	no	0	no	no	무선	19	aug	1	-1	0	unknown	no
32	technician	married	중학력	no	0	no	no	무선	19	aug	1	-1	0	unknown	no
43	management	divorced	고학력	no	3820	no	no	무선	19	aug	5	-1	0	unknown	no
33	technician	single	중학력	no	268	no	no	무선	19	aug	1	-1	0	unknown	no
46	technician	married	중학력	no	167	no	no	무선	19	aug	3	-1	0	unknown	no
47	technician	divorced	중학력	no	266	no	no	무선	19	aug	1	-1	0	unknown	no
52	management	divorced	고학력	no	96	no	no	무선	19	aug	1	-1	0	unknown	no
42	management	married	고학력	no	559	no	no	무선	19	aug	1	-1	0	unknown	no
48	blue-collar	married	저학력	no	347	no	no	무선	19	aug	3	-1	0	unknown	no
50	services	married	중학력	no	128	no	no	무선	19	aug	1	-1	0	unknown	no
35	management	single	고학력	no	3576	yes	no	무선	19	aug	1	-1	0	unknown	no
40	technician	married	고학력	no	0	no	no	무선	19	aug	1	-1	0	unknown	no
41	management	married	고학력	no	30	no	no	무선	19	aug	7	-1	0	unknown	no
48	blue-collar	married	저학력	no	147	no	no	무선	19	aug	8	-1	0	unknown	no
59	retired	married	중학력	no	19	no	yes	무선	19	aug	3	-1	0	unknown	no
41	self-employed	married	고학력	no	57	no	no	무선	19	aug	5	-1	0	unknown	no
36	technician	married	중학력	no	1840	no	no	무선	19	aug	6	-1	0	unknown	no
53	blue-collar	married	중학력	no	20	no	no	무선	19	aug	7	-1	0	unknown	no
57	retired	married	중학력	no	81	no	no	무선	19	aug	3	-1	0	unknown	no
43	technician	married	중학력	no	0	no	no	무선	19	aug	3	-1	0	unknown	no
30	management	married	고학력	no	151	no	no	무선	19	aug	4	-1	0	unknown	no
51	housemaid	divorced	고학력	no	370	yes	no	무선	19	aug	3	-1	0	unknown	no
33	technician	married	중학력	no	0	no	no	무선	19	aug	3	-1	0	unknown	no
47	unknown	married	unknown	no	497	no	no	무선	19	aug	3	-1	0	unknown	no
41	technician	single	고학력	no	15302	no	no	무선	19	aug	4	-1	0	unknown	no
39	management	married	고학력	no	218	no	no	무선	19	aug	9	-1	0	unknown	no
31	management	married	고학력	no	50	no	no	무선	19	aug	5	-1	0	unknown	no
50	technician	married	고학력	no	329	no	no	무선	19	aug	4	-1	0	unknown	no
46	blue-collar	married	중학력	no	1109	yes	no	무선	19	aug	12	-1	0	unknown	no
44	management	married	고학력	no	1802	no	no	유선	19	aug	5	-1	0	unknown	no
53	self-employed	married	고학력	no	2013	no	no	무선	19	aug	14	-1	0	unknown	no
53	admin.	married	unknown	no	0	no	no	무선	19	aug	3	-1	0	unknown	no
43	technician	divorced	중학력	no	0	no	no	무선	19	aug	3	-1	0	unknown	no
50	services	married	중학력	no	1687	no	no	무선	19	aug	5	-1	0	unknown	no
47	services	married	중학력	no	459	no	no	무선	19	aug	3	-1	0	unknown	no
47	management	married	고학력	no	600	no	no	무선	19	aug	15	-1	0	unknown	yes
36	management	married	고학력	no	85	no	no	무선	19	aug	3	-1	0	unknown	no
56	technician	married	중학력	no	1750	no	no	무선	19	aug	7	-1	0	unknown	no
51	technician	married	저학력	no	260	no	no	무선	19	aug	2	-1	0	unknown	no
48	technician	married	중학력	no	606	yes	no	무선	19	aug	4	-1	0	unknown	no
34	technician	single	고학력	no	2671	no	no	무선	19	aug	9	-1	0	unknown	no
43	unemployed	married	중학력	no	174	no	yes	무선	19	aug	2	-1	0	unknown	no
53	technician	married	중학력	no	428	no	no	무선	19	aug	4	-1	0	unknown	no
44	management	married	중학력	no	238	no	no	무선	19	aug	3	-1	0	unknown	no
33	technician	divorced	고학력	no	39	no	no	무선	19	aug	5	-1	0	unknown	no
37	technician	single	고학력	no	1661	no	no	무선	19	aug	5	-1	0	unknown	no
38	management	married	고학력	no	0	no	no	무선	19	aug	2	-1	0	unknown	no
49	management	single	고학력	no	370	no	no	무선	19	aug	3	-1	0	unknown	no
48	blue-collar	married	중학력	no	0	no	no	무선	19	aug	7	-1	0	unknown	no
56	management	married	고학력	no	96	yes	yes	무선	19	aug	11	-1	0	unknown	no
47	technician	divorced	중학력	no	191	no	no	무선	19	aug	5	-1	0	unknown	no
33	unemployed	married	고학력	no	123	no	no	무선	19	aug	3	-1	0	unknown	no
42	admin.	married	중학력	no	329	no	no	무선	19	aug	3	-1	0	unknown	no
34	admin.	married	중학력	no	445	no	no	무선	19	aug	2	-1	0	unknown	no
53	technician	married	중학력	no	1344	no	no	무선	19	aug	6	-1	0	unknown	no
56	housemaid	married	저학력	no	605	no	no	무선	19	aug	6	-1	0	unknown	no
55	technician	divorced	고학력	no	1402	no	no	무선	19	aug	4	-1	0	unknown	no
34	management	married	고학력	no	396	no	yes	무선	19	aug	3	-1	0	unknown	no
35	technician	divorced	중학력	no	82	no	no	무선	19	aug	3	-1	0	unknown	no
33	self-employed	single	고학력	no	61	no	no	무선	19	aug	3	-1	0	unknown	yes
58	blue-collar	married	중학력	no	72	no	no	무선	19	aug	5	-1	0	unknown	no
56	blue-collar	married	저학력	no	2324	yes	no	유선	19	aug	4	-1	0	unknown	no
46	self-employed	married	고학력	no	226	no	no	무선	19	aug	3	-1	0	unknown	no
32	management	married	고학력	no	5878	no	no	무선	19	aug	2	-1	0	unknown	no
32	technician	divorced	중학력	no	3345	yes	no	무선	19	aug	3	-1	0	unknown	no
43	technician	divorced	고학력	no	101	no	no	무선	19	aug	3	-1	0	unknown	no
32	technician	divorced	중학력	no	0	no	no	무선	19	aug	4	-1	0	unknown	no
33	management	married	고학력	no	1412	yes	no	unknown	19	aug	1	-1	0	unknown	yes
58	retired	married	unknown	no	0	no	no	무선	20	aug	5	-1	0	unknown	no
32	management	single	고학력	no	1	no	no	무선	20	aug	5	-1	0	unknown	no
47	technician	married	중학력	no	677	no	no	무선	20	aug	8	-1	0	unknown	no
46	admin.	married	중학력	no	979	yes	no	무선	20	aug	5	-1	0	unknown	no
55	technician	divorced	중학력	no	852	no	no	무선	20	aug	6	-1	0	unknown	no
42	management	married	고학력	no	7	no	no	무선	20	aug	7	-1	0	unknown	no
52	management	married	중학력	no	264	no	no	무선	20	aug	8	-1	0	unknown	no
43	self-employed	married	고학력	no	488	no	no	무선	20	aug	12	-1	0	unknown	no
34	management	married	고학력	no	1339	no	no	무선	20	aug	8	-1	0	unknown	no
31	technician	married	중학력	no	0	no	no	무선	20	aug	4	-1	0	unknown	no
42	technician	married	중학력	no	233	no	no	무선	20	aug	4	-1	0	unknown	no
58	retired	married	중학력	no	168	no	no	무선	20	aug	4	-1	0	unknown	no
42	technician	married	중학력	no	439	no	no	무선	20	aug	2	-1	0	unknown	no
48	blue-collar	married	저학력	no	8	no	no	무선	20	aug	2	-1	0	unknown	no
51	technician	married	중학력	no	180	yes	no	무선	20	aug	2	-1	0	unknown	no
41	technician	divorced	중학력	no	52	no	no	무선	20	aug	2	-1	0	unknown	no
41	management	married	고학력	no	5561	no	no	무선	20	aug	2	-1	0	unknown	yes
31	management	married	고학력	no	11	yes	yes	무선	20	aug	2	-1	0	unknown	no
47	technician	married	중학력	no	11	no	no	무선	20	aug	2	-1	0	unknown	no
49	services	married	중학력	no	314	no	no	무선	20	aug	2	-1	0	unknown	no
47	unemployed	married	저학력	no	798	no	no	무선	20	aug	2	-1	0	unknown	no
46	technician	married	고학력	no	591	no	no	무선	20	aug	3	-1	0	unknown	no
52	blue-collar	married	중학력	no	223	no	no	무선	20	aug	4	-1	0	unknown	no
50	blue-collar	married	unknown	no	452	no	no	무선	20	aug	2	-1	0	unknown	no
30	technician	single	중학력	no	3048	no	yes	무선	20	aug	2	-1	0	unknown	no
30	technician	married	중학력	no	26	no	no	무선	20	aug	2	-1	0	unknown	no
50	management	divorced	고학력	no	30	no	no	무선	20	aug	2	-1	0	unknown	no
33	technician	married	중학력	no	956	yes	yes	무선	20	aug	2	-1	0	unknown	no
45	management	divorced	고학력	no	839	yes	no	무선	20	aug	4	-1	0	unknown	no
44	technician	married	중학력	no	331	yes	no	무선	20	aug	4	-1	0	unknown	no
32	technician	single	중학력	no	0	yes	no	무선	20	aug	2	-1	0	unknown	no
46	management	divorced	고학력	no	0	no	no	무선	20	aug	2	-1	0	unknown	no
45	management	divorced	중학력	no	705	no	no	무선	20	aug	4	-1	0	unknown	no
47	technician	divorced	중학력	no	689	no	no	무선	20	aug	2	-1	0	unknown	no
31	management	married	중학력	no	2294	no	no	무선	20	aug	2	-1	0	unknown	no
48	technician	divorced	고학력	no	375	no	no	무선	20	aug	2	-1	0	unknown	no
53	management	married	고학력	no	404	no	no	무선	20	aug	4	-1	0	unknown	no
33	management	married	중학력	yes	7	no	yes	무선	20	aug	2	-1	0	unknown	no
34	technician	married	고학력	no	0	no	no	무선	20	aug	2	-1	0	unknown	no
40	technician	married	중학력	no	2228	yes	no	무선	20	aug	2	-1	0	unknown	no
39	management	married	고학력	no	2320	no	yes	무선	20	aug	2	-1	0	unknown	no
40	housemaid	divorced	중학력	no	4328	no	no	무선	20	aug	2	-1	0	unknown	no
58	blue-collar	married	중학력	no	1626	no	no	무선	20	aug	4	-1	0	unknown	no
54	housemaid	married	저학력	no	194	no	no	무선	20	aug	2	-1	0	unknown	no
31	technician	married	중학력	no	310	yes	no	무선	20	aug	2	-1	0	unknown	no
38	technician	single	중학력	no	367	no	no	무선	20	aug	2	-1	0	unknown	no
39	management	married	고학력	no	51	no	no	무선	20	aug	2	-1	0	unknown	no
30	technician	single	고학력	no	1	no	no	무선	20	aug	2	-1	0	unknown	no
42	management	married	고학력	no	160	no	no	무선	20	aug	2	-1	0	unknown	no
57	retired	married	저학력	no	0	no	no	무선	20	aug	4	-1	0	unknown	no
32	technician	married	중학력	no	2802	no	no	무선	20	aug	2	-1	0	unknown	no
53	management	married	고학력	no	15	no	no	무선	20	aug	2	-1	0	unknown	yes
46	management	divorced	중학력	no	177	no	no	무선	20	aug	2	-1	0	unknown	no
34	technician	single	중학력	no	0	no	no	무선	20	aug	2	-1	0	unknown	no
42	management	single	중학력	no	164	no	no	무선	20	aug	2	-1	0	unknown	no
37	management	married	고학력	no	0	no	no	무선	20	aug	2	-1	0	unknown	no
38	technician	single	중학력	no	260	no	no	무선	20	aug	2	-1	0	unknown	no
42	management	divorced	고학력	no	0	yes	no	무선	20	aug	4	-1	0	unknown	no
40	admin.	single	고학력	no	27	no	no	무선	20	aug	2	-1	0	unknown	yes
50	admin.	married	중학력	no	1431	no	no	무선	20	aug	4	-1	0	unknown	no
31	unknown	married	중학력	no	111	no	no	무선	20	aug	2	-1	0	unknown	no
31	services	married	중학력	no	182	no	no	무선	20	aug	2	-1	0	unknown	no
38	technician	single	중학력	no	0	no	no	무선	20	aug	4	-1	0	unknown	no
53	blue-collar	married	저학력	no	570	no	no	무선	20	aug	4	-1	0	unknown	no
40	technician	single	고학력	no	47	no	no	무선	20	aug	4	-1	0	unknown	no
37	management	single	고학력	no	1572	no	no	무선	20	aug	6	-1	0	unknown	no
52	technician	divorced	중학력	no	511	no	yes	무선	20	aug	4	-1	0	unknown	no
37	technician	divorced	중학력	no	23	no	no	무선	20	aug	2	-1	0	unknown	no
31	technician	married	중학력	no	141	no	no	무선	20	aug	2	-1	0	unknown	no
42	management	single	고학력	no	227	no	no	무선	20	aug	8	-1	0	unknown	no
53	technician	married	중학력	no	1357	yes	no	무선	20	aug	2	-1	0	unknown	no
34	technician	married	고학력	no	2069	no	no	무선	20	aug	2	-1	0	unknown	no
56	admin.	married	중학력	no	374	no	no	무선	20	aug	4	-1	0	unknown	no
41	technician	divorced	중학력	no	75	no	no	무선	20	aug	2	-1	0	unknown	no
38	management	married	중학력	no	124	no	no	무선	20	aug	2	-1	0	unknown	no
33	management	single	고학력	no	47	no	no	무선	20	aug	4	-1	0	unknown	no
44	self-employed	married	고학력	no	1196	no	no	무선	20	aug	5	-1	0	unknown	yes
51	unemployed	married	중학력	no	107	no	no	무선	20	aug	4	-1	0	unknown	no
43	entrepreneur	married	중학력	no	469	no	yes	무선	20	aug	2	-1	0	unknown	no
32	services	married	중학력	no	11	no	no	무선	20	aug	2	-1	0	unknown	no
54	blue-collar	married	저학력	no	2584	no	no	무선	20	aug	7	-1	0	unknown	no
32	management	married	중학력	no	0	no	no	무선	20	aug	4	-1	0	unknown	no
30	management	single	중학력	no	46	no	no	무선	20	aug	4	-1	0	unknown	no
42	technician	divorced	중학력	no	19	no	no	무선	20	aug	4	-1	0	unknown	yes
48	admin.	married	중학력	no	0	no	no	무선	20	aug	4	-1	0	unknown	no
30	management	married	고학력	no	1390	no	no	무선	20	aug	4	-1	0	unknown	no
38	technician	married	중학력	no	79	yes	no	무선	20	aug	2	-1	0	unknown	no
34	management	married	고학력	no	0	no	no	무선	20	aug	2	-1	0	unknown	no
30	services	married	중학력	no	114	no	no	무선	20	aug	4	-1	0	unknown	no
38	management	single	고학력	no	38	no	no	무선	20	aug	2	-1	0	unknown	no
33	technician	married	고학력	yes	56	no	no	무선	20	aug	2	-1	0	unknown	no
38	technician	married	고학력	no	536	no	no	무선	20	aug	4	-1	0	unknown	no
34	technician	married	중학력	no	1194	no	yes	무선	20	aug	2	-1	0	unknown	no
39	management	married	고학력	no	5060	yes	no	무선	20	aug	4	-1	0	unknown	no
33	technician	married	중학력	no	0	no	no	무선	20	aug	4	-1	0	unknown	no
34	technician	married	고학력	no	100	no	no	무선	20	aug	2	-1	0	unknown	no
40	management	married	중학력	no	569	no	no	무선	20	aug	2	-1	0	unknown	no
33	technician	single	중학력	no	541	no	yes	무선	20	aug	2	-1	0	unknown	no
42	entrepreneur	married	저학력	no	149	no	no	무선	20	aug	2	-1	0	unknown	no
47	services	married	저학력	no	0	yes	yes	무선	20	aug	4	-1	0	unknown	no
34	management	married	고학력	no	881	no	no	무선	20	aug	2	-1	0	unknown	no
55	blue-collar	married	중학력	no	1218	no	no	무선	20	aug	2	-1	0	unknown	no
55	admin.	married	중학력	no	128	no	no	무선	20	aug	2	-1	0	unknown	no
34	technician	single	중학력	no	112	no	no	무선	20	aug	2	-1	0	unknown	no
41	technician	married	중학력	no	248	no	no	무선	20	aug	2	-1	0	unknown	no
39	technician	single	중학력	no	0	no	no	무선	20	aug	4	-1	0	unknown	no
33	management	single	고학력	no	432	no	no	유선	20	aug	6	-1	0	unknown	yes
34	housemaid	married	저학력	no	4	no	no	무선	20	aug	4	-1	0	unknown	no
56	blue-collar	married	중학력	no	300	no	no	무선	20	aug	3	-1	0	unknown	no
32	technician	single	중학력	no	68	no	yes	무선	20	aug	4	-1	0	unknown	no
44	management	married	고학력	no	0	no	no	무선	20	aug	2	-1	0	unknown	no
39	services	married	고학력	no	35	no	no	무선	20	aug	3	-1	0	unknown	no
45	management	married	고학력	no	0	no	no	무선	20	aug	2	-1	0	unknown	no
46	technician	married	중학력	no	78	no	no	무선	20	aug	2	-1	0	unknown	no
36	technician	married	중학력	no	3	no	no	무선	20	aug	4	-1	0	unknown	no
32	management	married	고학력	no	169	no	yes	무선	20	aug	2	-1	0	unknown	no
34	technician	married	중학력	no	1553	no	no	무선	20	aug	2	-1	0	unknown	no
51	blue-collar	married	중학력	no	51	no	yes	무선	20	aug	8	-1	0	unknown	no
31	management	married	고학력	no	792	no	no	무선	20	aug	14	-1	0	unknown	yes
31	management	married	고학력	no	69	no	no	무선	20	aug	2	-1	0	unknown	no
32	technician	married	중학력	no	20	no	no	무선	20	aug	2	-1	0	unknown	no
42	management	married	고학력	no	251	no	no	무선	20	aug	2	-1	0	unknown	no
47	housemaid	married	중학력	no	0	no	no	무선	20	aug	3	-1	0	unknown	no
43	management	married	고학력	no	2	no	yes	무선	20	aug	2	-1	0	unknown	no
37	management	divorced	중학력	no	414	no	no	무선	20	aug	4	-1	0	unknown	no
32	technician	married	고학력	no	587	no	no	무선	20	aug	4	-1	0	unknown	no
32	technician	single	고학력	no	0	no	no	무선	20	aug	4	-1	0	unknown	no
35	technician	married	중학력	no	1144	no	no	무선	20	aug	13	-1	0	unknown	no
46	blue-collar	married	중학력	no	15	yes	yes	무선	20	aug	3	-1	0	unknown	no
32	technician	married	중학력	no	687	no	no	무선	20	aug	4	-1	0	unknown	no
42	self-employed	married	고학력	no	83	yes	no	무선	20	aug	4	-1	0	unknown	no
46	services	married	중학력	no	417	no	no	무선	20	aug	2	-1	0	unknown	no
51	admin.	married	저학력	no	173	no	no	무선	20	aug	2	-1	0	unknown	no
51	technician	married	중학력	no	337	yes	no	무선	20	aug	4	-1	0	unknown	no
56	services	married	중학력	no	9	no	yes	무선	20	aug	2	-1	0	unknown	no
45	admin.	married	중학력	no	638	yes	no	무선	20	aug	9	-1	0	unknown	no
37	technician	single	중학력	no	228	yes	no	무선	20	aug	2	-1	0	unknown	no
49	technician	married	중학력	no	51	no	no	무선	20	aug	4	-1	0	unknown	no
41	technician	single	중학력	no	143	no	no	무선	20	aug	7	-1	0	unknown	no
36	management	married	고학력	no	356	no	no	무선	20	aug	6	-1	0	unknown	no
33	admin.	single	중학력	no	344	yes	no	무선	20	aug	4	-1	0	unknown	no
32	management	married	고학력	no	1014	no	no	무선	20	aug	6	-1	0	unknown	no
32	management	married	고학력	no	138	no	no	무선	20	aug	4	-1	0	unknown	no
31	management	married	고학력	no	22546	yes	no	무선	20	aug	4	-1	0	unknown	no
31	management	married	고학력	no	156	no	no	무선	20	aug	2	-1	0	unknown	no
39	management	married	고학력	no	224	no	no	무선	20	aug	2	-1	0	unknown	no
42	housemaid	married	저학력	no	145	no	no	무선	20	aug	2	-1	0	unknown	no
48	services	married	중학력	no	109	no	yes	무선	20	aug	4	-1	0	unknown	no
